giờservice,response,language,persona,short,response_vi
garage_door.stop,"Beep boop, executing stop command for the garage door.",en,robot,0,"Beep Boop, thực hiện lệnh dừng cho cửa nhà để xe."
garage_door.stop,"Affirmative, ceasing garage door movement immediately.",en,robot,0,"Khẳng định, ngừng chuyển động cửa nhà để xe ngay lập tức."
garage_door.open,Lifting mechanism for <device_name> activated for you.,en,robot,0,Cơ chế nâng cho <device_name> được kích hoạt cho bạn.
garage_door.open,"Opening <device_name> now, initiating sequence.",en,robot,0,"Mở <device_name> Bây giờ, bắt đầu trình tự."
garage_door.open,"Raising <device_name> as per directive, beep boop.",en,robot,0,"Tăng <device_name> Theo chỉ thị, Beep Boop."
garage_door.stop,"Freezing <device_name> position now, command acknowledged.",en,robot,0,"Đóng băng <device_name> vị trí ngay bây giờ, lệnh thừa nhận."
garage_door.stop,"Certainly, halting <device_name> operation, beep boop.",en,robot,0,"Chắc chắn, tạm dừng hoạt động <device_name>, tiếng bíp boop."
garage_door.stop,"Operation halt for <device_name> initiated, beep boop.",en,robot,0,"Hoạt động dừng lại cho <device_name> bắt đầu, Beep Boop."
garage_door.open,"Opening protocol for <device_name> commenced, beep boop.",en,robot,0,"Mở giao thức cho <device_name> bắt đầu, Beep Boop."
garage_door.stop,"Stopping <device_name> in progress, beep boop.",en,robot,0,"Dừng <device_name> đang diễn ra, tiếng bíp boop."
garage_door.close,"Initiating closure of <device_name> now, beep boop.",en,robot,0,"Bắt đầu đóng cửa <device_name> Bây giờ, Beep Boop."
garage_door.close,"Lowering <device_name> for you, command processing.",en,robot,0,"Hạ thấp <device_name> cho bạn, xử lý lệnh."
garage_door.close,Executing shutdown of <device_name> as requested.,en,robot,0,Thực hiện tắt máy <device_name> theo yêu cầu.
garage_door.close,"Closure protocol for <device_name> activated, beep boop.",en,robot,0,"Giao thức đóng cho <device_name> được kích hoạt, Beep Boop."
vacuum.start,Starting <device_name> cleaning now.,en,assistant,0,Bắt đầu <device_name> làm sạch ngay bây giờ.
vacuum.start,<device_name> is set to start cleaning.,en,assistant,0,<device_name> được thiết lập để bắt đầu làm sạch.
vacuum.start,Initiating <device_name>'s cleaning cycle.,en,assistant,0,Bắt đầu chu kỳ làm sạch <humidity>.
vacuum.start,<device_name> will begin its cleaning task shortly.,en,assistant,0,<device_name> sẽ sớm bắt đầu nhiệm vụ làm sạch.
vacuum.start,Commencing the cleaning process with <device_name>.,en,assistant,0,Bắt đầu quá trình làm sạch với <device_name>.
vacuum.stop,Cancelling <device_name>'s current job.,en,assistant,0,Hủy bỏ công việc hiện tại của <humidity>.
vacuum.stop,<device_name>'s operation has been stopped.,en,assistant,0,Hoạt động của <humidity> đã bị dừng lại.
vacuum.stop,Halting <device_name> immediately.,en,assistant,0,Tạm dừng <device_name> ngay lập tức.
vacuum.stop,<device_name> cleaning cancelled per your request.,en,assistant,0,<device_name> Đã hủy bỏ theo yêu cầu của bạn.
vacuum.stop,Stopping <device_name>'s task as asked.,en,assistant,0,Dừng nhiệm vụ của <humidity> như được hỏi.
vacuum.pause,Pausing <device_name> for now.,en,assistant,0,Tạm dừng <device_name> cho bây giờ.
vacuum.pause,<device_name>'s cleaning cycle is temporarily halted.,en,assistant,0,Chu kỳ làm sạch của <humidity> tạm thời bị tạm dừng.
vacuum.pause,<device_name> is on a brief pause.,en,assistant,0,<device_name> đang tạm dừng ngắn gọn.
vacuum.pause,Holding <device_name>'s operation momentarily.,en,assistant,0,Giữ hoạt động của <humidity> trong giây lát.
vacuum.pause,<device_name>'s activity is paused.,en,assistant,0,Hoạt động của <humidity> được tạm dừng.
vacuum.return_to_base,Sending <device_name> back to its base.,en,assistant,0,Gửi <device_name> trở lại căn cứ của nó.
vacuum.return_to_base,<device_name> is returning to its docking station.,en,assistant,0,<device_name> đang trở lại trạm nối của nó.
vacuum.return_to_base,<device_name> heading back to recharge.,en,assistant,0,<device_name> quay trở lại để nạp tiền.
vacuum.return_to_base,Instructing <device_name> to return to base.,en,assistant,0,Hướng dẫn <device_name> trở về căn cứ.
vacuum.return_to_base,<device_name> making its way back home.,en,assistant,0,<device_name> Làm cho nó trở về nhà.
todo.add_item,<todo> has been added to your todo list.,en,assistant,0,<todo> đã được thêm vào danh sách việc cần làm của bạn.
todo.add_item,Successfully added <todo> to your tasks.,en,assistant,0,Đã thêm thành công <todo> vào các nhiệm vụ của bạn.
todo.add_item,Your todo list now includes <todo>.,en,assistant,0,Danh sách việc cần làm của bạn bây giờ bao gồm <todo>.
todo.add_item,<todo> is now on your list of things to do.,en,assistant,0,<todo> hiện nằm trong danh sách những việc cần làm của bạn.
todo.add_item,I've put <todo> on your todo list.,en,assistant,0,Tôi đã đưa <todo> vào danh sách việc cần làm của bạn.
todo.add_item,<todo> added to the list.,en,assistant,0,<todo> được thêm vào danh sách.
todo.add_item,Consider <todo> added to your tasks.,en,assistant,0,Hãy xem xét <todo> được thêm vào nhiệm vụ của bạn.
todo.add_item,"Got it, <todo> is on your todo list now.",en,assistant,0,"Có nó, <todo> có trong danh sách việc cần làm của bạn ngay bây giờ."
todo.add_item,<todo> has been successfully added to your list.,en,assistant,0,<todo> đã được thêm thành công vào danh sách của bạn.
timer.start,Starting timer <device_name> for <duration>.,en,assistant,0,Bắt đầu hẹn giờ <device_name> cho <duration>.
timer.start,Timer <device_name> set for <duration>.,en,assistant,0,Hẹn giờ <device_name> đặt cho <duration>.
timer.start,Countdown beginning for <duration>.,en,assistant,0,Đếm ngược bắt đầu cho <duration>.
timer.start,<device_name> timer is now running for <duration>.,en,assistant,0,<device_name> hẹn giờ hiện đang chạy cho <duration>.
timer.start,Initiating a timer for <duration>.,en,assistant,0,Bắt đầu một bộ đếm thời gian cho <duration>.
timer.start,Your timer called <device_name> for <duration> starts now.,en,assistant,0,Bộ đếm thời gian của bạn gọi là <device_name> cho <duration> bắt đầu ngay bây giờ.
timer.start,Timer activated for <duration>.,en,assistant,0,Hẹn giờ được kích hoạt cho <duration>.
timer.start,Commencing timer for a duration of <duration>.,en,assistant,0,Bắt đầu hẹn giờ trong thời gian <duration>.   
timer.start,<duration> countdown has begun on timer <device_name>.,en,assisstant,0,<duration> Đếm ngược đã bắt đầu trên bộ đếm thời gian <device_name>.
timer.start,Setting a timer for <duration>.,en,assistant,0,Đặt bộ hẹn giờ cho <duration>.
timer.cancel,Timer has been canceled.,en,assistant,0,Hẹn giờ đã bị hủy bỏ.
timer.cancel,Successfully halted the timer.,en,assistant,0,Tạm dừng thành công bộ hẹn giờ.
timer.cancel,The timer has been cleared.,en,assistant,0,Bộ hẹn giờ đã được xóa.
timer.cancel,Timer stopped successfully.,en,assistant,0,Hẹn giờ dừng thành công.
timer.cancel,Timer has been deactivated.,en,assistant,0,Hẹn giờ đã bị vô hiệu hóa.
timer.cancel,No more timer running.,en,assistant,0,Không còn thời gian chạy bộ.
timer.cancel,Timer has been successfully canceled.,en,assistant,0,Hẹn giờ đã bị hủy thành công.
timer.cancel,<device_name>'s timer has been canceled.,en,assistant,0,Bộ đếm thời gian của <humidity> đã bị hủy.
timer.cancel,Your timer on <device_name> is now stopped.,en,assistant,0,Bộ đếm thời gian của bạn trên <device_name> hiện đã bị dừng.
timer.cancel,Timer cancellation for <device_name> confirmed.,en,assistant,0,Hủy hẹn giờ cho <device_name> được xác nhận.
timer.cancel,The timer on <device_name> has been cleared.,en,assistant,0,Bộ đếm thời gian trên <device_name> đã được xóa.
timer.cancel,Timer on <device_name> stopped successfully.,en,assistant,0,Hẹn giờ trên <device_name> đã dừng thành công.
timer.cancel,Your running timer on <device_name> is now canceled.,en,assistant,0,Bộ đếm thời gian chạy của bạn trên <device_name> hiện đã bị hủy.
timer.cancel,<device_name>'s timer has been deactivated.,en,assistant,0,Bộ hẹn giờ của <humidity> đã bị vô hiệu hóa.
